$GPGGA,090000.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090000.05,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090000.10,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090000.15,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090000.20,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090000.25,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090000.30,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090000.35,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090000.40,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090000.45,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090000.50,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090000.55,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090000.60,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090000.65,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090000.70,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090000.75,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090000.80,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090000.85,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090000.90,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090000.95,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090001.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.05,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090001.10,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090001.15,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090001.20,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.25,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090001.30,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090001.35,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090001.40,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090001.45,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090001.50,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090001.55,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.60,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090001.65,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090001.70,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090001.75,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.80,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090001.85,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090001.90,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090001.95,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090002.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090002.05,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090002.10,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090002.15,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090002.20,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090002.25,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090002.30,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090002.35,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090002.40,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090002.45,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090002.50,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090002.55,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090002.60,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090002.65,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090002.70,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090002.75,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090002.80,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090002.85,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090002.90,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090002.95,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090003.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090003.05,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090003.10,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090003.15,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090003.20,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090003.25,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090003.30,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090003.35,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090003.40,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090003.45,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090003.50,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090003.55,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090003.60,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090003.65,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090003.70,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090003.75,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090003.80,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090003.85,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090003.90,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090003.95,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090004.00,0616.11372293,N,07535.41060137,W,1,05,2.87,160.00,M,-21.3213,M,,*6C
